wav_path,speaker_id,gender,age,region,duration,transcript,pred_A,pred_B
노인남여_노인대화07_M_1520916170_75_수도권_실내_07918.wav,1520916170,M,75,수도권,10.408,버거워 하진 않았는데 이제 땀은 많이 흘렸는데,허거워 하진 않았는데 이제 땀은 많이 흘렸는데,버거워 하진 않았는데 이제 땀은 많이 흘렸는데
노인남여_노인대화08_F_1531552733_69_수도권_실내_09157.wav,1531552733,F,69,수도권,10.49,그래서 파프리카도 쓰 싸게 나오나와서 종류별로 하고,그래서 파프리카도 싸게 나와서 종류별로 하고,그래서 파프리카도 싸게 나와서 종류별로 하고
노인남여_노인대화08_F_1531552733_69_수도권_실내_09158.wav,1531552733,F,69,수도권,10.15,오이 그리고 숙주도 있어서 넣고 이것저것 해서,오이 그리고 쑥쥐도 있어서 넣고 이것저것 해서,오이 그리고 쑥쥐도 있어서 넣고 이것저것 해서
노인남여_노인대화08_F_1531552733_69_수도권_실내_09161.wav,1531552733,F,69,수도권,12.63,그래서 월남쌈 자주 해 먹어야겠다했다라고 생각했어요,그래서 월남쌈 자주 해 먹어야 겠다 겠다 라고 생각했어요,그래서 월남쌈 자주 해 먹어야 겠다 겠다 라고 생각했어요
노인남여_노인대화08_F_1531552733_69_수도권_실내_09165.wav,1531552733,F,69,수도권,13.05,씁 그래서 피시소스에 청양고추 소금 다져서 넣고,그래서 피시 소스에 청양고추 소금 다져서 넣고,그래서 피시 소스에 청양고추 소금 다져서 넣고
노인남여_노인대화08_F_1531552733_69_수도권_실내_09171.wav,1531552733,F,69,수도권,10.41,시골에서 드시던 음식들이 생각이 많이 나나 봐요,시골에서 드시던 음식들이 생각이 많이 나나 봐요,시골에서 드시던 음식들이 생각이 많이 나나 봐요
노인남여_노인대화08_F_1531552733_69_수도권_실내_09173.wav,1531552733,F,69,수도권,10.32,꽈리고추 말고도 요즘 이렇게 그냥 찍어먹는 고추인데,파리고추 말고도 요즘 이렇게 그냥 찍어 먹는 고추인데,파리고추 말고도 요즘 이렇게 그냥 찍어 먹는 고추인데
노인남여_노인대화08_F_1531552733_69_수도권_실내_09177.wav,1531552733,F,69,수도권,11.09,저 같은 경우에는 고추찜을 어떻게 하냐면,저 같은 경우에는 고추찜을 어떻게 하냐면,저 같은 경우에는 고추찜을 어떻게 하냐면
노인남여_노인대화08_F_1531552733_69_수도권_실내_09178.wav,1531552733,F,69,수도권,10.749,그러니까 날 콩가루 그리고 밀가루랑 반반 섞어서,그러니까 날 콩가루 그리고 밀가루랑 반반 섞어서,그러니까 날 콩가루 그리고 밀가루랑 반반 섞어서
노인남여_노인대화08_F_1531552733_69_수도권_실내_09179.wav,1531552733,F,69,수도권,13.91,그 다음에 고추를 깨끗이깨끗하게 씻어서 비닐 봉투에 담아서,그다음에 고추를 깨끗이 깨끗하게 씻어서 비닐 봉투에 담아서,그다음에 고추를 깨끗이 깨끗하게 씻어서 비닐 봉투에 담아서
노인남여_노인대화08_F_1531552733_69_수도권_실내_09180.wav,1531552733,F,69,수도권,11.261,반반 섞은 콩가루하고 밀가루를 거기에다 뿌려요,반반 섞은 콩가루 하고 밀가루를 거기에다 뿌려요,반반 섞은 콩가루 하고 밀가루를 거기에다 뿌려요
노인남여_노인대화08_F_1531552733_69_수도권_실내_09181.wav,1531552733,F,69,수도권,11.26,그렇게 해서 봉지를 묶어 가지가지고 이렇게 흔들어주어주면,그렇게 해서 봉지를 묶어 가지고 이렇게 흔들어 주면,그렇게 해서 봉지를 묶어 가지고 이렇게 흔들어 주면
노인남여_노인대화08_F_1531552733_69_수도권_실내_09183.wav,1531552733,F,69,수도권,11.35,그러면 그거를 찜통 찜솥에 넣고 쪄요 쪄서 양념해서 먹죠,그러면 그거를 찜통 찜솥에 넣고 쪄요 쪄서 양념해서 먹죠,그러면 그거를 찜솥에 넣고 쪄요 쪄서 양념해서 먹죠
노인남여_노인대화08_F_1531552733_69_수도권_실내_09184.wav,1531552733,F,69,수도권,12.97,양념은 마늘하고 간장하고 고춧가루 물엿 약간 넣고,양념은 마늘하고 간장하고 고춧가루 물엿 약간 넣고,양념은 마늘하고 간장하고 고춧가루 물엿 약간 넣고
노인남여_노인대화08_F_1531552733_69_수도권_실내_09185.wav,1531552733,F,69,수도권,10.75,이런 식으로 해서 무치면 어른들이 되게 좋아하시더라고요,이런 식으로 해서 묻히면 어른들이 되게 좋아하시더라고요,이런 식으로 해서 묻히면 어른들이 되게 좋아하시더라고요
노인남여_노인대화08_F_1531552733_69_수도권_실내_09186.wav,1531552733,F,69,수도권,12.03,그래서 저 같은 경우에도 남편 남편 고향이 경상도니까,그래서 저 같은 경우에도 남편 남편 고향이 경상도니까요,그래서 저 같은 경우에도 남편 남편 고향이 경상도니까요
노인남여_노인대화08_F_1531552733_69_수도권_실내_09190.wav,1531552733,F,69,수도권,12.03,안 매운 걸로 고추를 만져 보면 이렇게 딱딱한 건 매워요,안 매운 걸로 고추를 만져 보면 이렇게 딱딱한 건 매워요,안 매운 걸로 고추를 만져 보면 이렇게 딱딱한 건 매워요
노인남여_노인대화08_F_1531552733_69_수도권_실내_09196.wav,1531552733,F,69,수도권,12.37,그런데 대부분 녹말가루를 묻힌게 아니고 녹말이 아니라,그런데 대부분 녹말 가루를 묻힌 게 아니고 녹말이 아니라,그런데 대부분 녹말카루를 묻힌 게 아니고 녹말이 아니라
노인남여_노인대화08_F_1531552733_69_수도권_실내_09198.wav,1531552733,F,69,수도권,10.49,경상도 식으로 하는 게 날 콩가루를 섞어서 하거든요,경상도식으로 하는 게 날 콩가루를 섞어서 하거든요,평상도식으로 하는 게 날 콩가루를 섞어서 하거든요
노인남여_노인대화08_F_1531552733_69_수도권_실내_09200.wav,1531552733,F,69,수도권,10.323,그래 그런데 섞어서 하면 하나하나 분리가 되거든요,그런데 섞어서 하면 하나하나 분리가 되거든요,그런데 섞어서 하면 하나하나 분리가 되거든요
노인남여_노인대화08_F_1531552733_69_수도권_실내_09209.wav,1531552733,F,69,수도권,14.5,열무김치에 멸치를 멸치 넣고 자작자작 해 가지고 했는데,열무 김치에 멸치를 멸치 넣고 자작자작 해가지고 했는데,열무김치에 멸치를 멸치 넣고 자작자작 해가지고 했는데
노인남여_노인대화08_F_1531552733_69_수도권_실내_09212.wav,1531552733,F,69,수도권,11.005,열무김치 양념을 살짝 씻어내고 멸치 넣어서,열무김치 양념을 살짝 씻어내고 멸치 넣어서,열무김치 양념을 살짝 씻어내고 멸치 넣어서
노인남여_노인대화08_F_1531552733_69_수도권_실내_09215.wav,1531552733,F,69,수도권,11.94,근데 그런 맛이 나이가 드니깐 좋아지는 것 같아요,근데 그런 맛이 나이가 드니깐 좋아지는 것 같아요,근데 그런 맛이 나이가 드니깐 좋아지는 것 같아요
노인남여_노인대화08_F_1531552733_69_수도권_실내_09216.wav,1531552733,F,69,수도권,11.35,그리고 우리 집에서 또 자주해 먹는 음식이 있어요,그리고 우리 집에서 또 자주 해 먹는 음식이 있어요,그리고 우리 집에서 또 자주 해 먹는 음식이 있어요
노인남여_노인대화08_F_1531552733_69_수도권_실내_09219.wav,1531552733,F,69,수도권,12.03,그러니까 집에서 그러니까 집 집안에 행사나 제사가 있을 때,그러니까 집안에 행사나 제사가 있을 때,그러니까 집안에 행사나 제사가 있을 때
노인남여_노인대화08_F_1531552733_69_수도권_실내_09220.wav,1531552733,F,69,수도권,11.26,그거를 부쳐요 근데 이게 처음에는 잘 안되더라고요,그거를 붙여요 근데 이게 처음에는 잘 안 되더라고요,그거를 붙여요 근데 이게 처음에는 잘 안 되더라고요
노인남여_노인대화08_F_1531552733_69_수도권_실내_09227.wav,1531552733,F,69,수도권,15.015,또 머리 부분이랑 줄기 부분은 딱딱하잖아요.,또 머리 부분이랑 줄기 부분은 딱딱 하잖아요,또 머리 부분이랑 줄기 부분은 딱딱 하잖아요
노인남여_노인대화08_F_1531552733_69_수도권_실내_09230.wav,1531552733,F,69,수도권,13.48,그 다음에 팬에 팬에다 팬에다가 기름을 두르고 배추를 먼저 놔요 먼저 놔요,그 다음에 팬에 팬에다 팬에다가 기름을 두르고 배추를 먼저 나요 먼저 나요,그 다음에 팬에 팬에다 팬에다가 기름을 두르고 배추를 먼저 나요 먼저 나요
노인남여_노인대화08_F_1531552733_69_수도권_실내_09232.wav,1531552733,F,69,수도권,13.65,좀 묽다 싶을 정도로 해서 쭉 이렇게 되요 쭉 이렇게 되요 쭉 이렇게 놔요,좀 묶다 싶을 정도로 해서 쭉 이렇게 돼요 쭉 이렇게 놔요,좀 묶다 싶을 정도로 해서 쭉 이렇게 돼요 쭉 이렇게 놔요
노인남여_노인대화08_F_1531552733_69_수도권_실내_09233.wav,1531552733,F,69,수도권,13.053,그리고 윗부분이 약간 꾸덕꾸덕 해진다 싶으면 뒤집어요.,그리고 윗부분이 약간 꾸덕꾸덕 해진다 싶으면 뒤집어요,그리고 밑부분이 약간 꾸덕꾸덕 해진다 싶으면 뒤집어요
노인남여_노인대화08_F_1531552733_69_수도권_실내_09244.wav,1531552733,F,69,수도권,13.82,배추의 단맛 그게 있어 있어서 달짝지근 하니 굉장히 맛있거든요,배추의 단맛 그게 있어 있어서 달짝지근 하니 굉장히 맛있거든요,배추의 단맛 그게 있어서 달짝지근하니 굉장히 맛있거든요
노인남여_노인대화08_F_1531552733_69_수도권_실내_09252.wav,1531552733,F,69,수도권,11.77,간장을 찍어 먹는데 다들 맛있다 그래서 했죠,간장을 찍어 먹는데 다들 맛있다 그래서 했죠,간장을 찍어 먹는데 다들 맛있다 그래서 했죠
노인남여_노인대화08_F_1531552733_69_수도권_실내_09254.wav,1531552733,F,69,수도권,10.152,근데 그 부분 두꺼운 부분을 두드리지는 않았어,근데 그 부분 두꺼운 부분을 두드리지는 않았어,근데 그 부분 두꺼운 부분을 두드리지는 않았어
노인남여_노인대화08_F_1531552733_69_수도권_실내_09257.wav,1531552733,F,69,수도권,10.66,근데 세 장씩 이렇게 해서 하는 것도 괜찮겠다,근데 세 장씩 이렇게 해서 하는 것도 괜찮겠다,근데 세 장씩 이렇게 해서 하는 것도 괜찮겠다
노인남여_노인대화08_F_1531552733_69_수도권_실내_09259.wav,1531552733,F,69,수도권,14.76,그런데 세 장씩 한꺼번에 하면 큰 팬에다가,그런데 세 장씩 한꺼번에 하면 큰 팬에다가,그런데 세 장씩 한꺼번에 하면 큰 팬에다가
노인남여_노인대화08_F_1531552733_69_수도권_실내_09260.wav,1531552733,F,69,수도권,11.09,한꺼 번에 그냥 한 장씩 하면은 그게 굉장히,한꺼번에 그냥 한 장씩 하면은 그게 굉장히,한꺼번에 그냥 한 장씩 하면은 그게 굉장히
노인남여_노인대화08_F_1531552733_69_수도권_실내_09265.wav,1531552733,F,69,수도권,11.01,비가 오는 날에는 전 마 전 전 이 맛있잖아요,비가 오는 날에는 전이 맛있잖아요,비가 오는 날에는 전이 맛있잖아요
노인남여_노인대화08_F_1531552733_69_수도권_실내_09272.wav,1531552733,F,69,수도권,10.32,근데 김치전은 뭐 어지간하면 거의 다 맛있더라고요,근데 김치전은 뭐 어지간하면 거의 다 맛있더라고요,근데 김치전은 뭐 어지간하면 거의 다 맛있더라고요
노인남여_노인대화08_F_1531552733_69_수도권_실내_09274.wav,1531552733,F,69,수도권,10.07,이상하게 항상 좀 짜게 되는 것 같아서,이상하게 항상 좀 짜게 되는 것 같아서,이상하게 항상 좀 짜게 되는 것 같아서
노인남여_노인대화08_F_1531552733_69_수도권_실내_09285.wav,1531552733,F,69,수도권,11.09,이미 간이 되어 있기 있기 때문에 더 짤 수가 있어요,이미 간이 되어 있기 있기 때문에 더 짤 수가 있어요,이미 간이 되어 있기 때문에 더 짤 수가 있어요
노인남여_노인대화08_F_1531552733_69_수도권_실내_09291.wav,1531552733,F,69,수도권,14.08,저는 김치전을 부칠 때는 항상 우유 넣고 반죽을 해요,저는 김치전을 부칠 때는 항상 우유 넣고 반죽을 해요,저는 김치전을 부칠 때는 항상 우유 넣고 반죽을 해요
노인남여_노인대화08_F_1531552733_69_수도권_실내_09294.wav,1531552733,F,69,수도권,12.88,김치전 말고 다른 전을 부칠 때는 부침가루를 사용하는 게 좋은데,김치전 말고 다른 전을 부칠 때는 부침가루를 사용하는 게 좋은데,김치전 말고 다른 전을 부칠 때는 부침가루를 사용하는 게 좋은데
노인남여_노인대화08_F_1531552733_69_수도권_실내_09295.wav,1531552733,F,69,수도권,13.39,김치전을 부칠 때는 부침가루를 사용하는 것보다,김치전을 부칠 때는 부침가루를 사용하는 거보다,김치전을 부칠 때는 부침가루를 사용하는 거보다
노인남여_노인대화08_F_1531552733_69_수도권_실내_09297.wav,1531552733,F,69,수도권,11.26,김치도 간이 있는데 부침가루나 튀김가루는 간이 되어 있으니까,김치도 간이 있는데 부침가루나 튀김가루는 간이 되어 있으니까,김치도 간이 있는데 부침가루나 튀김가루는 간이 되어 있으니까
노인남여_노인대화08_F_1531552733_69_수도권_실내_09298.wav,1531552733,F,69,수도권,12.37,아 그럴 것 같네요 진짜 근데 바삭하게 하려고 하다보니,아 그럴 것 같네요 진짜 근데 바삭하게 하려고 하다 보니,아 그럴 것 같네요 진짜 근데 바삭하게 하려고 하다 보니
노인남여_노인대화08_F_1531552733_69_수도권_실내_09299.wav,1531552733,F,69,수도권,11.69,누가 튀김가루로 하면 하면은 되게 바삭바삭하다 그래서,누가 튀김 카루로 하면 하면은 되게 바삭바삭 하다 하다 그래서,누가 튀김 카루로 하면 하면은 되게 바삭바삭 하다 하다 그래서
노인남여_노인대화08_F_1531552733_69_수도권_실내_09301.wav,1531552733,F,69,수도권,10.07,바삭하긴 바삭하기는 한데 맛이 짜서 그런가 봐요,바삭 하긴 바삭 하기는 한데 맛이 짜서 그런가 봐요,바삭 하긴 바삭 하기는 한데 맛이 짜서 그런가 봐요
노인남여_노인대화08_F_1531552733_69_수도권_실내_09304.wav,1531552733,F,69,수도권,11.86,그리고 촉촉하고 부드럽게 하려면 우유를 넣어보세요,그리고 촉촉하고 부드럽게 하려면 우유를 넣어 보세요,그리고 촉촉하고 부드럽게 하려면 우유를 넣어 보세요
노인남여_노인대화08_F_1531552733_69_수도권_실내_09312.wav,1531552733,F,69,수도권,11.01,그래서 어 어쩔 때는 요거트를 막 만들어놔요,그래서 어쩔 때는 요거터를 만들어 놔요,그래서 어쩔 때는 요거터를 만들어 놔요
노인남여_노인대화08_F_1531552733_69_수도권_실내_09314.wav,1531552733,F,69,수도권,10.49,어릴 때는 많이 찾아 먹고 했는데 지금은 잘 안 먹고,어릴 때는 많이 찾아 먹고 했는데 지금은 잘 안 먹고,어릴 때는 많이 찾아 먹고 했는데 지금은 잘 안 먹고
노인남여_노인대화08_F_1531552733_69_수도권_실내_09317.wav,1531552733,F,69,수도권,10.83,그리고 또 뭐 저는 집에 집에는 손님들이 자주 와요,그리고 또 뭐 저는 집에 집에는 손님들이 자주 와요,그리고 또 뭐 저는 집에 집에는 손님들이 자주 와요
노인남여_노인대화08_F_1531552733_69_수도권_실내_09330.wav,1531552733,F,69,수도권,13.39,가스불에 올려 갖고 하는 압력밥솥으로 하는데,가스 불에 올려 갖고 하는 압력 밥솥으로 하는데,가스 불에 올려 갖고 하는 압력 밥솥으로 하는데
노인남여_노인대화08_F_1531552733_69_수도권_실내_09331.wav,1531552733,F,69,수도권,12.54,해 보셨나 모르겠는데 저는 집에 손님들이 오고 그러면 해요,해보셨나 모르겠는데 저는 집에 손님들이 오고 그러면 해요,해보셨나 모르겠는데 저는 집에 손님들이 오고 그러면 해요
노인남여_노인대화08_F_1531552733_69_수도권_실내_09332.wav,1531552733,F,69,수도권,10.41,하는데 그 레시피를 사람들한테 알려줬더니,하는데 크레시피를 사람들한테 알려 줬더니,하는데 크레시피를 사람들한테 알려 줬더니
노인남여_노인대화08_F_1531552733_69_수도권_실내_09333.wav,1531552733,F,69,수도권,10.24,어유 어유 나는 자기가 가르쳐 준대로 하면 잘 안돼,어휴 어휴 나는 자기가 가르쳐 준대로 하면 잘 안돼,어휴 어휴 나는 자기가 가르쳐 준 대로 하면 잘 안돼
노인남여_노인대화08_F_1531552733_69_수도권_실내_09336.wav,1531552733,F,69,수도권,10.24,홈파티 하는 곳에 가서 제가 압력밥솥을 샀어요,홈파티 하는 곳에 가서 제가 압력 밥솥을 샀어요,홈파티 하는 곳에 가서 제가 압력 밥솥을 샀어요
노인남여_노인대화08_F_1531552733_69_수도권_실내_09337.wav,1531552733,F,69,수도권,10.24,그거 휘슬러 그거 사러 가서 거기서 홈파티 하는데,그거 휘슬러 그거 사러 가서 거기서 홈파티 하는데,그거 사러 가서 거기서 홈파티 하는데
노인남여_노인대화08_F_1531552733_69_수도권_실내_09340.wav,1531552733,F,69,수도권,10.92,정말 이렇게 여러 가지 다양하게 할 수 있겠다 싶어서,정말 이렇게 여러 가지 다양하게 할 수 있겠다 싶어서,정말 이렇게 여러 가지 다양하게 할 수 있겠다 싶어서
노인남여_노인대화08_F_1531552733_69_수도권_실내_09347.wav,1531552733,F,69,수도권,12.03,내가 넣고 싶은 것을 것들 잣도 넣고 싶으면 넣고,내가 넣고 싶은 것을 것들 잣도 넣고 싶으면 넣고,내가 넣고 싶은 것을 것들 잣도 넣고 싶으면 넣고
노인남여_노인대화08_F_1531552733_69_수도권_실내_09348.wav,1531552733,F,69,수도권,10.49,은행도 넣고 싶으면 넣고 그 다음에 저는 큰 콩 있죠,은행도 넣고 싶으면 넣고 그 다음에 저는 큰 콩 있죠,은행도 넣고 싶으면 넣고 그 다음에 저는 큰 콩 있죠
노인남여_노인대화08_F_1531552733_69_수도권_실내_09352.wav,1531552733,F,69,수도권,10.32,다른 것들은 밥이 다 될때 넣어요,다른 것들은 밥이 다 될 때 넣어요,다른 것들은 밥이 다 될 때 넣어요
노인남여_노인대화08_F_1531552733_69_수도권_실내_09354.wav,1531552733,F,69,수도권,10.75,그니까 불려 놨던 찹쌀에다가 내가 넣고 싶은 것들을,그니까 불려놨던 찹쌀에다가 내가 넣고 싶은 것들을,그니까 불려 놨던 찹쌀에다가 내가 넣고 싶은 것들을
노인남여_노인대화08_F_1531552733_69_수도권_실내_09355.wav,1531552733,F,69,수도권,11.6,거기다 넣 넣고 싶은 거를 넣기 전에 설탕을 갖다가,거기다 넣고 싶은 거를 넣기 전에 설탕을 갖다가,거기다 놓고 싶은 거를 넣기 전에 설탕을 갖다가
노인남여_노인대화08_F_1531552733_69_수도권_실내_09357.wav,1531552733,F,69,수도권,11.18,흑설탕을 녹 녹이고 거기에 내가 넣고 싶은 거를 다 넣고,흑설탕을 녹이고 거기에 내가 넣고 싶은 거를 다 넣고,흑설탕을 녹이고 거기에 내가 넣고 싶은 거를 다 넣고
노인남여_노인대화08_F_1531552733_69_수도권_실내_09358.wav,1531552733,F,69,수도권,10.32,한참 이렇게 저어주면 그 설탕물이 까맣잖아요,한참 이렇게 저어주면 그 설탕물이 까맣잖아요,한참 이렇게 저어주면 그 설탕물이 까맣잖아요
노인남여_노인대화08_F_1531552733_69_수도권_실내_09364.wav,1531552733,F,69,수도권,12.11,딱 이만한 내 가 잘 담는 통에 한통 나오더라고요,딱 이만한 내가 잘 담는 통에 한 통 나오더라고요,딱 이만한 내가 잘 담는 통에 한 통 나오더라고요
노인남여_노인대화08_F_1531552733_69_수도권_실내_09365.wav,1531552733,F,69,수도권,11.94,그래서 손님들 왔을 때 그 통에 있는 걸 이렇게 담아서,그래서 손님들 왔을 때 그 통에 있는 것 걸 이렇게 담아서,그래서 손님들 왔을 때 그 통에 있는 것 걸 이렇게 담아서
노인남여_노인대화08_F_1531552733_69_수도권_실내_09367.wav,1531552733,F,69,수도권,11.43,착착 이렇게 넣으면 꼭 산처럼 예쁘게 되더라고요,착착 이렇게 넣으면 꼭 산처럼 예쁘게 되더라고요,착착 이렇게 넣으면 꼭 산처럼 예쁘게 되더라고요
노인남여_노인대화08_F_1531552733_69_수도권_실내_09371.wav,1531552733,F,69,수도권,10.49,우리 엄마가 되게 쉽다고 압력밥솥에 하면 금방이라고,우리 엄마가 되게 쉽다고 압력 밥솥에 하면 금방 일하고,우리 엄마가 되게 쉽다고 압력 밥솥에 하면 금방 일하고
노인남여_노인대화08_F_1531552733_69_수도권_실내_09375.wav,1531552733,F,69,수도권,11.35,해보진 않았는데 엄마가 되게 쉽다고 하더 그러더라고요,해보진 않았는데 엄마가 되게 쉽다고 하더 그러더라고요,해보진 않았는데 엄마가 되게 쉽다고 하더 그러더라고요
노인남여_노인대화08_F_1531552733_69_수도권_실내_09377.wav,1531552733,F,69,수도권,12.456,그냥 엄마가 해 주고 그랬으니까 먹기는 쉽더라고요,그냥 엄마가 해주고 그랬으니까 먹기는 쉽더라고요,그냥 엄마가 해주고 그랬으니까 먹기는 쉽더라고요
노인남여_노인대화08_F_1531552733_69_수도권_실내_09382.wav,1531552733,F,69,수도권,10.32,일키로 안되는 걸로 구백그램이나 팔백그램짜리,일키로 안되는 걸로 구백 그램이나 팔백 그램 짜리,일키로 안되는 걸로 구백 그램이나 팔백 그램 짜리
노인남여_노인대화08_F_1531552733_69_수도권_실내_09389.wav,1531552733,F,69,수도권,11.86,담기 전 직전에 넣고 한번 이렇게 저어서 저어서 주 주면,담기 직전에 넣고 한번 이렇게 저어서 주면,담기 직전에 넣고 한번 이렇게 저어서 주면
